gene,time,mean_wt,mean_ko,log2fc
UBALD2,16.0,0.5412371134020618,0.8591065292096219,0.6665762652885544
PRRT2,16.0,0.2860824742268041,0.1559278350515464,-0.8755526248661203
ELN,16.0,1.631872852233677,1.967783505154639,0.2700428507020693
KIF2C,16.0,0.5352233676975945,0.4321305841924399,-0.30867376257541274
CDC20,16.0,0.3230240549828179,0.42869415807560135,0.4083071525587322
SGO1,16.0,0.2925257731958763,0.28823024054982815,-0.02134203173838768
CCDC18,16.0,0.28737113402061853,0.19415807560137457,-0.5656834358160753
SPC25,16.0,0.39261168384879724,0.41323024054982815,0.07384272852862357
KIFC1,16.0,1.427405498281787,0.3002577319587629,-2.249121928522451
HMMR,16.0,0.8689862542955327,0.5859106529209622,-0.5686526747320028
TTK,16.0,0.32946735395189003,0.41537800687285226,0.3342893110682469
PIMREG,16.0,0.5064432989690721,0.42010309278350516,-0.26965734744206377
CKS2,16.0,1.7989690721649485,1.649914089347079,-0.1247794783272938
IER5,16.0,0.8316151202749141,1.2796391752577319,0.621749170367548
MIR503HG,16.0,0.21434707903780068,0.24054982817869416,0.16638701087454597
JUND,16.0,1.7070446735395188,2.2916666666666665,0.4248963982465149
AURKB,16.0,0.4725085910652921,0.5133161512027491,0.11950709421336031
MEST,16.0,3.9188144329896906,4.433419243986254,0.17800253777439812
CKAP2,16.0,0.863831615120275,0.44415807560137455,-0.9596768944123719
PSRC1,16.0,0.11984536082474227,0.3393470790378007,1.5015875234486913
TMEM185A,16.0,0.34106529209621994,0.5798969072164949,0.7657484930531155
CDCA2,16.0,0.36125429553264604,0.19329896907216496,-0.9021807955681369
CDK1,16.0,0.7014604810996563,0.6503436426116839,-0.10915958541430684
FOXM1,16.0,0.5,0.4029209621993127,-0.3114312296977065
PRC1,16.0,0.4115120274914089,0.45575601374570446,0.14732709483824377
ASPM,16.0,1.6284364261168385,0.8483676975945017,-0.9407258024042017
HIST1H4C,16.0,7.987113402061856,9.56701030927835,0.26039395551152755
HIST2H2AC,16.0,0.35738831615120276,0.48754295532646047,0.448036862959527
CCNB1,16.0,1.5854810996563573,0.9265463917525774,-0.7749855604380289
NET1,16.0,0.7942439862542955,1.1791237113402062,0.5700609238954588
LSM5,16.0,1.9875429553264605,2.051546391752577,0.045725737676863616
PBX3,16.0,0.19329896907216496,0.08891752577319588,-1.1202942249561623
FAM122B,16.0,0.25816151202749144,0.24398625429553264,-0.08147406088182882
PAX6,16.0,0.4115120274914089,0.5803264604810997,0.495930112569671
FANCD2,16.0,0.28823024054982815,0.2611683848797251,-0.1422414422379507
LIG1,16.0,0.3225945017182131,0.32216494845360827,-0.0019223121250657336
HIST1H1C,16.0,0.41881443298969073,1.4089347079037802,1.7502216884477229
REXO5,16.0,0.163659793814433,1.3152920962199313,3.006611372288121
UBE2S,16.0,1.8462199312714778,1.8402061855670102,-0.004707002674974019
CDKN2C,16.0,0.5605670103092784,0.7126288659793815,0.3462640789494501
HIST1H2AG,16.0,0.16795532646048109,0.7895189003436426,2.232896247219237
TUBA1B,16.0,10.536082474226804,17.19372852233677,0.7065438884741111
FIGNL1,16.0,0.45146048109965636,0.5914948453608248,0.3897658894162341
CD9,16.0,1.6314432989690721,2.2577319587628866,0.4687253699275279
DDB2,16.0,0.3393470790378007,0.3449312714776632,0.023547334384022303
NCAPG2,16.0,0.32989690721649484,0.39218213058419243,0.24950854856853186
CKS1B,16.0,1.690721649484536,1.7285223367697595,0.031900084447626556
RTKN2,16.0,0.30283505154639173,0.25,-0.27660410337105484
SPC24,16.0,0.25214776632302405,0.35609965635738833,0.498011596715453
HIST1H2BH,16.0,0.08333333333333333,0.6155498281786942,2.884910037106428
NCAPH,16.0,0.32044673539518903,0.2847938144329897,-0.17016675957903427
HMGB2,16.0,2.8947594501718212,3.640893470790378,0.33084906179077483
HIST1H1A,16.0,0.13874570446735396,0.4798109965635739,1.7900231083980647
CHEK2,16.0,0.3741408934707904,0.2981099656357388,-0.3277370550371518
AZI2,16.0,0.7822164948453608,1.1619415807560138,0.5708976711345961
TROAP,16.0,0.44544673539518903,0.41365979381443296,-0.10680819072088996
VAMP1,16.0,0.26761168384879724,0.06529209621993128,-2.0351608228754046
COX7B,16.0,4.0854810996563575,4.595360824742268,0.16967216758588577
AL031777.3,16.0,0.23152920962199314,0.5,1.1107338768100103
